AudioFileName,avgRate,minRadius,maxRadius,expRadius
76923_1.wav,0.5338873267173767,0.38234788179397583,0.6191133260726929,1.1058015823364258
76923_2.wav,0.548784077167511,0.36511990427970886,0.6206313371658325,1.1761455535888672
76923_3.wav,0.5320206880569458,0.36438578367233276,0.6178478598594666,1.083703875541687
76923_4.wav,0.593046247959137,0.35074061155319214,0.6113118529319763,1.2417303323745728
76923_5.wav,0.534827470779419,0.38651546835899353,0.6186250448226929,1.1712331771850586
76923_6.wav,0.5224316716194153,0.36376267671585083,0.6196439266204834,1.1374484300613403
76923_7.wav,0.503410279750824,0.36828362941741943,0.6100678443908691,1.0766304731369019
66323_1.wav,0.5011627078056335,0.358726441860199,0.6178848743438721,1.1076884269714355
66323_2.wav,0.5634581446647644,0.400071918964386,0.6277295351028442,1.1842879056930542
66323_3.wav,0.5841872096061707,0.39807194471359253,0.6244443655014038,1.2444106340408325
66323_4.wav,0.6011126041412354,0.4143149256706238,0.6245945692062378,1.218836784362793
66323_5.wav,0.5714395642280579,0.42359060049057007,0.6261755228042603,1.1742476224899292
66323_6.wav,0.5316221714019775,0.4076894223690033,0.613705039024353,1.124405026435852
66323_7.wav,0.5567498803138733,0.4043785333633423,0.6167516708374023,1.1777362823486328
66323_8.wav,0.558259904384613,0.39879077672958374,0.6186957955360413,1.1840405464172363
66323_9.wav,0.5459844470024109,0.4046672582626343,0.6196993589401245,1.1698819398880005
66323_10.wav,0.5301305651664734,0.401157021522522,0.6228734254837036,1.1704806089401245
66323_11.wav,0.5663895010948181,0.4039131999015808,0.627672553062439,1.230579137802124
66323_12.wav,0.5726968050003052,0.4047870934009552,0.6252246499061584,1.1696898937225342
66323_13.wav,0.5013701319694519,0.404788076877594,0.6281594038009644,1.147714614868164
66323_14.wav,0.5016095638275146,0.3993961215019226,0.6160919666290283,1.1117504835128784
66323_15.wav,0.5004942417144775,0.3797224760055542,0.6241191625595093,1.1530863046646118
66323_16.wav,0.4123399555683136,0.37886226177215576,0.6372332572937012,1.0290650129318237
66323_17.wav,0.4914746880531311,0.37089094519615173,0.6566810011863708,1.1385501623153687
66323_18.wav,0.5180543661117554,0.40303274989128113,0.6421781778335571,1.1239670515060425
66323_19.wav,0.5560593605041504,0.40431004762649536,0.630807638168335,1.1818474531173706
66323_20.wav,0.5052638649940491,0.391584575176239,0.6283519268035889,1.2116751670837402
66323_21.wav,0.5298245549201965,0.3944302797317505,0.625712513923645,1.1838679313659668
66323_22.wav,0.5578315854072571,0.4141864776611328,0.6276001930236816,1.2223100662231445
66323_23.wav,0.5467423796653748,0.40524470806121826,0.6218407154083252,1.1953024864196777
66323_24.wav,0.5412778258323669,0.41410839557647705,0.6278569102287292,1.1842926740646362
66323_25.wav,0.5602694153785706,0.4098988175392151,0.622839093208313,1.177005648612976
66323_26.wav,0.5533759593963623,0.41299039125442505,0.6216931939125061,1.2364704608917236
66323_27.wav,0.5862064957618713,0.426567018032074,0.6193307638168335,1.15644109249115
66323_28.wav,0.5912474989891052,0.4337347149848938,0.6281600594520569,1.2107865810394287
66323_29.wav,0.5392188429832458,0.4032379388809204,0.6257911920547485,1.1909629106521606
145228_1.wav,0.6342464685440063,0.3865591883659363,0.6539479494094849,1.2141625881195068
145228_2.wav,0.5942875742912292,0.395332396030426,0.656343400478363,1.153050184249878
145228_3.wav,0.5930672287940979,0.3790128529071808,0.6626142263412476,1.141340732574463
145228_4.wav,0.6395382285118103,0.40635067224502563,0.6667319536209106,1.218745231628418
145228_5.wav,0.6377023458480835,0.3821731209754944,0.6493634581565857,1.1931943893432617
145228_6.wav,0.5897527933120728,0.38249558210372925,0.6485031247138977,1.1424622535705566
145228_7.wav,0.6398279070854187,0.3838493824005127,0.6528903245925903,1.1895841360092163
145228_8.wav,0.5917388796806335,0.3641340136528015,0.6419624090194702,1.200804352760315
145228_9.wav,0.5870967507362366,0.38502585887908936,0.6567071676254272,1.1762073040008545
145228_10.wav,0.5358994603157043,0.3848928213119507,0.6510399580001831,1.1391862630844116
145228_11.wav,0.5846669673919678,0.37250688672065735,0.645400881767273,1.195981502532959
145228_12.wav,0.5725135207176208,0.3796796202659607,0.6457267999649048,1.2063024044036865
145228_13.wav,0.5848999619483948,0.36829620599746704,0.6588380336761475,1.1568512916564941
145228_14.wav,0.6503950953483582,0.3556761145591736,0.6543431282043457,1.2393954992294312
145228_15.wav,0.5842480659484863,0.39350175857543945,0.649348258972168,1.1783292293548584
145228_16.wav,0.6761695146560669,0.3779611587524414,0.6497148275375366,1.2459079027175903
145228_17.wav,0.6764670610427856,0.387407124042511,0.6535071134567261,1.2125307321548462
145228_18.wav,0.5768707394599915,0.35218745470046997,0.6535112857818604,1.146451473236084
145228_19.wav,0.6502394080162048,0.35758891701698303,0.6421990394592285,1.2178776264190674
145228_20.wav,0.550210177898407,0.3462427258491516,0.637266993522644,1.1472406387329102
386539_1.wav,0.6449959874153137,0.3498923182487488,0.6036341190338135,1.2677357196807861
386539_2.wav,0.5791382193565369,0.3500531315803528,0.6148560047149658,1.2017203569412231
386539_3.wav,0.6307483911514282,0.3673582673072815,0.5962218046188354,1.2469162940979004
